review,sentiment
just ingenious enough to be plausible and still a lot of fun this is a pure slice of the 1970s even the cops need haircuts badly shot in and around london the plot of the american ex-con who tries going straight but finds himself sent as an electrician to a bank in mayfair and then has the screws put on by crime lord david niven and finds himself plotting the crime of the century is well-handled i liked its simplicity and even innocence it harks back to a time when caper films where just that a caper and violence was n't a part of the deal all in all you could do a lot worse than watch this it has enough twists and turns to give it some oomph and a cast that obviously had fun making it nicely made and watchable,1
this is perhaps the worst movie i have ever seen and i have seen well over 300 movies in my lifetime the acting atrocious the only bright spot seems to be judging the anatomical prowess of the female castmembers after watching this movie it is suggested that the viewer not operate heavy machinery or go driving for a period of at least 24 hours also a bottle of valium would be recommended so you do n't feel so bad for the 100 wasted minutes of your life the plot is nothing original the dialog excruciating and even the weapons seem sub-par do yourself a favor and go to your local blockbuster and burn whatever copies they have of this horrid film,0
dead man 's bounty the film 's american title has the look and feel of a classic italian western the cinematography costumes and sets look great the cast is rugged not a pretty face among them at the beginning i was preparing for a pretty cool movie but what i eventually witnessed was an absolute disaster the script was perfectly dreadful there was no suspense whatsoever and very little action or worthwhile drama despite looking great the cast spoke english with heavy european accents that were often unintelligible the final nail in it 's coffin was the broad streak of pretentiousness that paints most of the picture focusing heavily on the character of the barmaid who 's featured in a couple of very awkward sex scenes also her speech near the end was pretty repugnant the only novelty comes from the stunt casting of val kilmer in the role of the dead man continuing his recent string of doa performances,0
james cagney racketeer and political ward heeler get to become a deputy commissioner of corrections and visits a boys reform school the catch is that cagney is not in it for the graft he genuinely wants to make a difference in the lives of the kids there because he comes from a background like their 's the villain of the piece is dudley digges who is a grafting chiseler and a sanctimonious hypocrite to boot one of the subtexts of the plot of the mayor of hell is that these kids are mostly immigrants and those that judge them and are in positions of power are those who are here a few generations note in the mess hall scene as digges offers a prayer of thanks for the food they are about to receive digges is eating well but the kids are getting quality you would n't feed to your pet cagney has his own troubles back in the city with some of his henchmen and he has to take it on the lam that puts digges back in charge and setting up the film for it 's climax the mayor of hell was a typical product from the working class studio and because it was pre-code it gets pretty gruesome at times a later version of this crime school with humphrey bogart and the dead end kids was a more sanitized remake although cagney is fine in the lead role as is madge evans the school nurse the acting honors go to dudley digges hard to believe that the same man could portray the drunken but kindly one legged ship 's surgeon in mutiny on the bounty but digges is a fine player and a joy to watch in every film he 's in this film is not shown to often because of the racial and ethnic stereotypes it portrays a whole lot of minorities would be offended today still it 's a fine film interestingly enough a few years ago the film sleepers came out and it touched on some of the same issues i guess films about reform schools do n't change in any time,1
crossfire remains one of the best hollywood message movies because unlike the admirably intentioned gentleman 's agreement which it beat to theatres by a few months it chooses to send its message via the form an excellent noir thriller rather than have an outraged star constantly saying `` it 's because i 'm jewish is n't it '' it 's much easier to get the message that hate is like a loaded gun across when the dead bodies are actual rather than metaphorical somewhat shamefully the brief featurette on the warners dvd does n't mention that novelist richard brooks disowned the film over the shift from a homophobic murder to an anti-semitic one but it 's interesting to note that while the victim is killed primarily because he is jewish there 's little doubt in sam levene 's performance that the character is in fact also gay  not a mincing caricature but there 's definitely a two lost souls aspect to his scenes with george cooper 's confused soldier there 's not much of a mystery to who the murderer is even though the killing is carried out in classic noir shadows the body language of the killer is instantly recognisable but then the film has its characters drift to the same conclusion before the halfway point the tension comes from proving it and saving the fall guy there 's an element of ealing films to the gang of soldiers teaming together to get their buddy out of a fix you could almost see that aspect as a blueprint for hue and cry but the atmosphere is pure rko noir set over one long sweltering night the film has a great look filled with deep dark blacks and shadows born as much out of economy as style it cut back on lighting time and allowed director edward dmytryk more time to work with the actors and the excellent cast make the most of the fine script a laid-back but quietly charismatic robert mitchum robert young 's maigret-like detective gloria grahame 's tramp and the perpetually creepy paul kelly as her compulsive liar admirer a guy who tries on stories the way other people try on ties but the lasting impression is of robert ryan 's excellent performance as a guy who could do with a good leaving alone as he does his best to help the wrongly accused man all the way to death row a big surprise hit in 1946 as a reward dmytryk and producer adrian scott found themselves investigated by the huac which itself had a notable tendency to target jews so much for crusading,1
dark reality is a saw like movie that is slightly decrepit while the plot and story are good there is a little too much unnecessary nudity while i feel the film was technically well done the acting was spotty it was just a little too dark for my mood while i was watching it it basically says that there are a lot of missing people out there that will never be found and are perhaps being tortured by sick whackos i feel that some information on the captors and their reasons for being so sick would have helped some it came of as a snuff film just made for the violent content if you like to see women beaten tortured and killed then this is for you if you 're looking for something a little liter and more expressive and reasoned skip this one,0
family guy is easily one of the worst shows i 've ever forced myself to watch not at the bottom though i 've seen the jersey shore a popular hit with high school and college kids who mistake immaturity for edginess this show is unoriginal and stale as this has been dubbed a comedy show let 's take a look at its `` humor '' 1. random flashbacks/cuts to celebrities or movies or politics or anything that can be cut to for a knee-jerk laugh it got old after the 5 or so repetitions per episode simple solution every time you hear `` this is worse than/like the time ... '' plug your ears 2. inappropriateness for its own sake this show is notorious for inserting inappropriate gags that have little to do with the overall plot solution watch south park they did it right the bottom line is that family guy is not worth your time and does n't hold a candle to the simpsons,0
this is another of my favorite columbos it sports a top-notch cast including john cassavetes who was never handsomer or sexier anjanette comer myrna loy and blythe danner now here 's something i 've always wondered had gwenyth paltrow been born when this episode was shot or was danner pregnant at the time thanks to imdb i have my answer she was five months pregnant now i can really feel ancient cassavetes plays a brilliant conductor whose marriage to danner was apparently to use the social connections of her mother loy he has a mistress on the side anjanette comer a prominent pianist but she announces she wants more she 's sick of being back street on the night of their concert he gets rid of her and makes it look like suicide columbo picks up a few problems immediately one thing he notices `` you have a beautiful woman here bedroom eyes she has money a body and a career where 's the man '' it 's wonderful to see falk and good friend cassavetes together there 's a very funny episode at the vet with columbo 's bassett everyone in the cast is great this is one of the episodes that made columbo the classic series it became,1
this is just what we need a show about the people nobody likes in high school or in university man or woman people objectifying others and congratulating themselves for doing so is exactly the opposite of intelligent thinking and this show is just disgusting for doing exactly that so four men sit in chairs and watch two other guys try and pick up women to have sex with them and in the end one of the two wins great ... just f-n great i 'm also supposed to accept these four douche bags as being `` judges '' of people 's `` game '' the term `` game '' has got to be the most moronic thing to come out of modern english since the term `` bling bling '' added to the fact that these men are called the `` experts '' just makes me want to throw up whats left of my respect for modern culture these are not god damn role models they are the result of mtv culture coming to bite us in the ass if you enjoy the bullshit spilling out the sides of this monstrosity then you probably think paris hilton and britany spears have talent its not true and you should be ashamed of yourself for thinking so and for all those people who will say that i would like this better if i got laid or that i 'm just jealous go screw yourself because its obvious that a real girl certainly wo n't,0
i just saw `` eagle´s wing '' i do not really know why this movie was made what is the message of this story nevertheless i liked it there are some exciting scenes in it i appreciate a strong performance by martin sheen harvey keitel is less convincing,1
from the start this film drags and drags clumsy overdubs explaining the history monochrome acting boring sets total lack of any humanity verve or style the actors look as if they are drugged potentially an interesting story completely wasted surely somebody realised how bad it was at some point in producing it,0
i expected this movie to be absolutely god awful like `` what dreams may come '' or `` the truman show '' or something well they were selling it off for £3.99 in my local hmv and it had giovanni ribisi on the cover you know you cant help but love him and so my friends dared me to buy it and i was sure it was going to be trash maybe thats the only reason i could sit through this movie because my standards were never that high,0
hahahahah probably one of the funniest movies i 've even seen obviously this is n't intentional though it takes about half the movie for the main characters to realize what the big hilly thing is in the middle of the city is spewing hot red stuff and the other half spent diverting the lave flow through the city using fire trucks yer right it certainly made me laugh the acting makes arnie look like a rsc thespian it is amazing that films like this get commissioned a more interesting version would be someone going near an active volcano and filming it and would probably cost about £20 to make 40 i can see some guy pitching the film to a film company `` well there 's this big volcano and it erupts in a city .... pretty radical hey '' if you can find it in the dollar bins maybe worth buying as after watching this most other films would look good,0
i was quite impressed with the narration by martha and how it pulled on the emotional heartstrings of the audience as well as how it must have impacted the family the forward-backward motion of the storyline was well-done and normally i do n't enjoy movies with the flash-back/flash-forward effects i felt during the whole evolution of the movie that `` surely tommy did it '' it leaves you with a sense of how these people lived their lives almost totally devoid of each other and the consequences of not having any desire to answer the question `` it 's 10 o'clock do you know where your children are '' and furthermore `` what the heck are they doing '' or `` do i care '' rich spoiled brats literally getting away with murder or so they thought .......,1
treat williams reached a degree of stardom with this movie and really squandered it do n't be led astray by his poor movie choices since this movie really stands out `` hair '' is a musical that really deals with the attitude and probably more so with the persona of the famed peace movement of the 60 's there is a lot of spectacular music done in spectacular fashion unlike the music videos of the late 70 's 80 's and 90 's the video flashes coincide with the subject matter of the music in other words the video makes sense when matched with the songs so you know it never could 've made it on mtv the subject matter dwells on drugs and being hippies but it mostly an anti war movie dealing with the senseless tragedies of viet nam one of the protagonists is an oklahoma boy intent on making a difference believing all the patriotic dribble he is spoon fed and he happens upon a gang in new york who are more or less glorified hoodlums their characters are very unique and probably would n't make sense today but this bunch bands together by burning their draft cards what ensues in some spectacular scenery and mesmerizing scenes involving not only the three leads but the other 3 gang members as well as a newcomer with a small child whose entrance is easily one of the ten grandest entrances of all time in cinema partly because she sings one of the greatest songs of that generation despite their faults you come to love these people a cinematic triumph with a heart felt and grand finale,1
you know those films that are blatantly awful but you ca n't help but love them well that 's what evil ed is possibly the best awful film in the world the sound is rubbish the dubbing is crap the screenplay is nonsense and the special effects are pap however i ca n't help but love this film dearly and i have recommended it to at least 50 people over the years sam campbell or the guy who plays him should be featured on the actor 's studio series as he is that memorable possibly the greatest movie villain not named tony montana seriously if you do n't expect a lot then you wo n't be disappointed keep a light-hearted approach to watching this film and you 'll soon rate it a ten afterwards,1
i have just seen caribe a couple of nights ago at the annual vistas film festival held here in dallas and i must express my discontent the opening caption tries to tell us that the film is a portrayal of the current invasion of south american countries costa rica in this particular case by north american oil companies and the negative effects both economic and environmental of this invasion the main characters are a married couple who live a simple pleasant life maintaining a banana farm right away a woman arrives and announces that she is the wife 's half-sister i 'm not going to go into specifics about this and to be honest i do n't feel that i 'm spoiling anything with this review yet another key point is that the company to whom they distribute their bananas drops them due to budget demands in a poor economy so the main conflict that is supposed to be addressed in the movie is of the husband between the rock and the hard place trying to preserve his livelihood on one hand the reynolds oil company has basically offered him employment and financial compensation basically a bribe to use his public influence to encourage the town to allow the company to begin drilling in their town compromising his standing with the community and the community itself on the other hand he is faced with being dead broke but on the side of his community protesting the drilling given the length of this film it would have been ample time to explore the issues just described but it just does n't happen and i 'll tell you why you will notice that this film has won a couple of awards so far one for direction and an audience award i 'm not going to pick apart esteban 's direction it was n't bad or good enough for me to be all that passionate about writing anything the audience award was at a film festival in spain and for it to gain an audience award i 'd have to imagine that spanish people just dig soap operas in fact central and south america dig soap operas as well i know that much i assume that esteban was either aiming to take advantage of this or that he himself digs soap operas because that is what unfolds over the course of this film so much to the point that it kicks the whole oil company plot to the side almost as if they imagined halfway through the making of this film that it had become tiresome because it seems like at least three of the supporting characters have had their back story and character development severely compromised to make room for more sex and crying scenes the only true villain in the movie is one of these three characters and at no point do you actually get to find out who the hell he is it 's almost as if they cut his screen time just short of taking him out of the film entirely from time to time they toy with the oil against community plot but these are digressions at best what we see a lot more of are scenes of passion jealousy betrayal adultery etc these themes saturate the story to such a degree that the oil company 'sub'plot becomes unnecessary it 's almost as if this was a stunt to legitimize a romantic drama soap opera by throwing in a little political relevance nevertheless the film gets so caught up in the romance that it ultimately does n't know what to do with itself resulting in an ending so tacked on that you 're left wondering what it is that you 've been waiting around for or if there was ever anything to begin with here are two things that i think could have saved this movie either cut out the half-sister or cut out the oil company it 's obvious which one of the two they were more interested in or perhaps if caribe had been an hour longer they could have worked this all out regardless i 'd have been fine with a straight-up soap opera and i think that the subject of oil companies exploiting foreign nations is in dire need of addressing by the film community caribe is both and neither these two angles could have worked together had they been balanced accordingly but with a romantic plot running around in circles and taking up almost twice as much time as necessary at the expense of an oil plot that 's barely been established to begin with both sides suffer best of all the romance plot is never even resolved i 'd like to say i 'd watch this movie again to see what i 've missed but i have a strong feeling that i already know what it is as far as i 'm concerned it would n't matter if i saw caribe ten more times i 've missed it because it is simply not there,0
as usual another masterpiece in the vice academy series hahaha i do n't know why they even bothered to make this trash just another series of cops acting slutty a defining part was when ginger lynn allen 's character holly wells and elizabeth kaitan 's character candy tried to seduce the scientist by wearing nothing but their bra and underwear under their labcoats just a wonderful scene ha a character that i did n't like was the commissioner he was very annoying and ignorant they should have arrested him mrs. devonshire was pretty annoying as well they should have stopped this series after this movie,0
1 hour and 40 minutes of talking -- boring talking and more talking and then some it is hard for me to grasp how an actress like anne parillaud who shone superbly in femme fatale would sign up for such a piece of crap unbelievable if you need a nightcap this movie might help although i would prefer some nice classical music unfortunately i just found out that i have to write 10 lines for my comment to appear -- that 's almost as unbelievable so short and succinct one or two sentence commentaries expressing one 's core take on a movie is not enough geez people i made my point and do n't to waste your time with more unnecessary words -- as this movie does wolfgang,0
not being a particular fan of westerns i watched this primarily because i wanted to see lucille ball in something other than an `` i love lucy '' or `` lucy show '' type of role here she plays christine larson owner of a saloon in the arizona territory in 1868 who 's about to be married to the unscrupulous local indian agent dean jagger ball 's performance was ok nothing really more than that she did n't blow me away it succeeded for me in that the role was very different from what i 'm accustomed to seeing her in there was very little of the outrageous physical comedy she later became famous for although the movie tried to maintain a gently amusing feel throughout a typical funny line `` there 's two ways to deal with women and no one knows either one of them '' i did n't find the story all that compelling although i appreciated that the indians were shown as the victims of the indian agent there 's typical shootout action and a lot of horses your typical western in other words as to christine we pretty much can guess from the beginning how her planned marriage is going to end up it 's just a question of how she 's going to get there if you like westerns this would be a pretty typical one with a bit of humour thrown in if you 're not big on the genre this will be lacking i 'm not big on the genre 3/10,0
awful waste of time there is no camp or trash value in this one seen better amateur movies done by 10 to 12 years old kids in movie clubs how on earth someone can spoil movie about vampires and lesbians it 's not a movie to put together a few vampire / sadomasochism enthusiast in a same room and just shoot it could not find anything good about the film there was no plot no real actors no real special effects no humor a few overweight goths touching each other can not be called a sex scene nothing at all well cemetery was nice but one should shot a vampire movie during dark purpose was probably good make a trash movie in a spirit of ed wood problem is that one can not make a bad movie intentionally it takes talent and an effort to make a `` real '' movie ed wood might have lacked money but he sure had effort these guys lacked everything ed wood was a genius compared to these guys,0
someone definitely has it in for the wind and i can not believe that what i saw on the screen has much to do with it this is a better and more solid movie than most of the independents i watch all year long the cinematography displays a genuine love and mastery of the craft and the casting was just fine i would love to see more of these folks especially zeke rippy as far as the story and script i 'm not so sure that the negative comments preceding this post were written with the intent of informing anybody else about the movie the long drawn out nit-picky bashing posts that must have taken hours to compose and are the only comments ever left for any movie on this site by the reviewer are obvious slander directed at the producers of the film i do n't know the inside story but it would probably make a good movie what i do know from being around this biz is productions that try to make everybody happy usually end up being awful and when the filmmaker has the guts drive and common sense to `` kill the babies '' someone always ends up with hurt feelings that 's part of the biz too and one of the finest learning tools available to those truly dedicated to making it in the movie business of course the failures have nothing better to do than to sit at home and write false reviews on the internet as a form of vendetta against those that snubbed them read were honest and truthful with them and that is my best guess to explain the nasty nasty reviews in as much as there is a grain of truth behind everything there is a point to be made but these exaggerations of the grains are so over the top that they become obviously fictitious it 's not a slasher blood bath if that 's what you 're looking for it 's more the psychological suspense thriller which typically is not appreciated by the lowest common denominators out there the best way to see this movie is to try to expunge any pre-conceived notions pop it in and let it unfold seriously characters are defined by their actions and words and when you see what these people do and what they say i do n't think you can come away with the conclusion that these characters were poorly developed poorly understood perhaps overall i do agree that this is a nicely done compelling movie perhaps i would not have given it a 9 under normal circumstances but the severe negative comments actually attracted me to the picture i have a secret love for really bad cinema to me the ratings below 5 should be reserved for the shlocky inept poorly acted and stupidly written movies none of that applies here it is quality movie making with some real talent in there i gave it the nine to to tip the scales back in the correct direction watch the movie and tell me i am wrong,1
from 1996 first i watched this movie i feel never reach the end of my satisfaction i feel that i want to watch more and more until now my god i do n't believe it was ten years ago and i can believe that i almost remember every word of the dialogues i love this movie and i love this novel absolutely perfection i love willem defoe he has a strange voice to spell the words `` black night '' and i always say it for many times never being bored i love the music of szararem it 's so much spiritualistic made me come into another world deep in my heart anyone can feel what i feel and anyone could make the movie like this i do n't believe so thanks ondaatje thanks mingela,1
tourist trap 1979 is an entertaining horror movie from the late 70 's the movie is about a bunch of young friends who get stranded on an old deserted lane by a creepy old waxwork museum the owner of the museum seems like a strange but harmless old man but things take a very nasty turn when members of the young group start getting killed off who is responsible for the murders is it old man slausen or is it his collection of creepy mannequins who seem to be alive and hungry for blood this film was good stuff it was fast faced the performances were very good from the actors/actresses tanya roberts was very sexy and the film was never boring and like i say it had some very creepy scenes so be prepared to hide under the covers definitely recommended to horror movie/ghost story fans i give this film a highly respectable 7.2 out of 10,1
the salena incident is by far the director dustin rikert 's best film -- which is n't saying much in his past films and i use the term `` films '' loosely the director takes ideas from hollywood blockbusters and severely marginalizes them the salena incident is no different the movie is basically con air meets aliens done with the semblance of your average film school production the film is riddled with out-of-focus shots and plagued by special effects that would have trouble rivaling most high school computer animation classes for example almost every on-screen explosion is the same fire effect matted over the screen the weak effects and production value are only compromised by a flawed plot and rocky dialogue in a sentence the story strings together like an exposition of overused hollywood clichés the movie begins with the worst cgi alien ship ever made crashing into the worst cgi earth ever made and a team of army somethings going down to investigate next a bus of prison transports carrying the worst of the worst from across the state is overthrown by the prisoners with the help of their blonde girlfriends armed with silicon implants the prisoners escape and run into the town of salena where they encounter the aliens who ... shock ... have escaped from an alien prison transport carrying the worst of the worst from across the galaxy the prisoners and their captive police armed with only guns and sad puns have to fight off the aliens and escape the town before the international space alliance rolls eyes bombs the city into oblivion the only real enjoyable parts of the movie are when the actors who are clearly undermined by the script are given the freedom to improvise and also when they fight off the smaller of the alien creatures in a flurry of gun fire other than that the movie really is n't worth anyone 's time let alone the plastic that the dvd is made out of how awful was it let 's just say the secretary of defense is about 90 years old works in a room that is about as high tech 1950 's real estate office and is wearing a looney tunes tie yes if that was n't clear enough before the man in charge of the pentagon is wearing a tie with bugs bunny and the road runner on it the movie basically culminates hahahahhaaa did i say culminates ... with the last remaining soldier running into the group of prisoners and guards and the new formed team fighting their way away from the vicious aliens -- which for some strange reason leads them straight back to the alien ship yeah ... the movie has heart but is riddled with horrible direction and even worse camera work someone seriously needed to slap the dp and tell him there is more to cinematography than repetitive stagnant chest-level shots this movie really is n't worth renting if it ever makes it that far being that it 's not as horribly bad as the last films made by the director which reduces the laugh-ability but it 's nowhere near watchable cinema,0
i mistakenly thought that this neo-noir effort from the buffalo niagara falls area might be something different unfortunately i was incorrect there are are many problems with `` the falls '' that really have nothing to do with it 's low budget video production immediately one has to question why all the constant narration my feeling is that if you have a decent script the audience will follow along without having to be insulted with voice over storytelling the acting is very amateurish which is not unexpected but simply adds to the problems finally the entire thing is annoyingly shot like an mtv music video which i found to be totally unacceptable the narration bad acting and annoying video effects are all good reasons why this should be avoided merk,0
i 've seen lonesome dove dead man 's walk and the streets of laredo and now the return to lonesome dove if you are hungry for more after watching lonesome dove this 'll fill yer belly great cast great story most definitely a close second to lonesome dove i will be purchasing this movie to add to my collection this is the best or at least my favorite performance by jon voight he is captain call lou gossett jr. playing isom pickett is not somebody i 'd mess with he is a bad ass with perspective william peterson does a great job as well rick schroder is back as newt with an angst filled performance that reminds me of his stint on nypd blue my only problem with this film and it 's really picking nits is that i had the impression that call wanted to be `` the first man to graze cattle in montana '' and it 's obvious that dunnigan had already been there a while a little inconsistent but easily overlooked as you lose yourself in the fantastic tale i especially love the apparent character growth of jasper fant and july johnson i 've watched this movie several times and am ready for another sequel,1
so i rented this movie hoping to learn about the democratic republic of congo drc and the beginnings of its independence from belgian rule i was excited to become familiar with the figures involved in its history mainly lumumba and mobutu i wanted to see how the new congolese government attempted to bring together the various groups opposing colonial rule the political motives behind each one the reasons behind belgium 's decision to give the drc its independence and also how the united states and the former ussr were involved sadly all of my questions went largely unanswered my belief is that this movie was made by people who through a passing familiarity with the story of the drc 's fight for freedom saw a story filled with drama and emotion and decided to exploit it they then proceeded to try and stuff all the dramatic points into a storyline briefly filled them out with dialogue went to the set and shot it i could be wrong but if so it 's all the sadder because then the makers must have simply become too tied up in getting everything in and ended up glossing over all details in an effort to create an encompassing history whatever the reason the fact is that the movie could be a timeline of sentence-long statements and facts printed on the screen the film goes through each major occurrence and tells the viewer point-blank the main idea of what 's going on completely smoothing over the actual details in favor of getting across the big things for instance there is the scene when lumumba is captured by the increasingly rebellious army controlled by mobutu in the situation the soldiers have three possible viewpoints one that sympathizes with lumumba one that vilifies lumumba and one that stands in the middle sympathizing and yet obeying orders correspondingly there are three soldiers that speak in the scene uttering lines that unadornedly show their points of view then to avoid dealing with the actual tensions that these opposing viewpoints bring up the scriptwriters simply inserted some random shooting more army guys show up and they just end up beating everyone up this is the extent of the reflectiveness of the movie most of the time each character simply states their basic motives the other characters respond with theirs and that 's that there 's little telling through actions even the things they say are direct the point of painfulness it 's hard to believe that the people represented actually acted like that also in the trend of this directness things like political tension between factions is reduced to simple acknowledgement of the fact -- we never learn what these factions are what they 're fighting for their power basically anything except that they exist the characters likewise are one-dimensional and flat unfortunately i do n't know whether lumumba was actually a freedom fighter passionately devoted to ideals of congolese unity but after an hour or so of the movie i certainly did n't trust it to tell me so the drc like many developing countries has a complicated and important history especially in the period leading up to and after independence but the telling of these histories will not be useful unless there is recognition of the intricacy of the situations lumumba fails to give proper attention to these details and ends up telling the viewer little except the most general of outlines,0
i watched six of a kind for w.c. fields he 's only in it for around 10 minutes and has one long scene the infamous pool sequence he made famous in vaudeville and several other great moments the reamaining 55 minutes are also delightful thankfully mostly due to the hilarious charlie ruggles as the bumbling banker j. pinkham whinney he is everyone 's foil he stutters and stumbles about to our pleasure also his comedy partner mary boland plays his wife flora joining in the proceedings are george burns and gracie allen boland is particularly funny near the beginning and near the end but gracie and ruggles use up most of the picture gracie 's funny quite but she can also get tiring and poor george burns has absolutely nothing to do except repeat gracie all the time i do n't remember laughing at him once although he has one great scene with ruggles where ruggles tries desperately to get george to take gracie and leave him and his wife alone for a while and one with fields where he asks fields to sell him a sweater that bit is exclusively fields though the situation is constantly funny the whinneys are going to drive to california but to help them with expenses george and gracie are recruited 8/10,1
over the years some of them most enjoyable films have been about dysfunctional families bonjour monsieur sholmi is such a film this is an isreali film about a moroccan jewish family this could be about any family in any culture we all know or would want to know people like those in this comic gem this 2003 delight was written directed by shemi zorkin let us hope he a long career the movie is seen through the eyes of the 16 year old son who seems to be concerned with everyone in the family heis brilliantly played by oshri cohen he was 18 when he made the movie he has been in a few since i know i will hunt them up hopefully this young man will become an international star the entire cast is magnificent i do hope i see them again i loved every person in the cast to some degree.i think all who see this will agree it has been nominated for many international awards has won 8 it deserved every one now being a film in a language besides english it had a very limited run in the usa which i feel is regrettable rent this film you will be glad you did ratings 1/2 out of 4 95 points out of 100 imdb 9 out of 10 note since the story is not new this is as high a rating it can get,1
star rating saturday night friday night friday morning sunday night monday morning former new orleans homicide cop jack robideaux jean claude van damme is re-assigned to columbus a small but violent town in mexico to help the police there with their efforts to stop a major heroin smuggling operation into their town the culprits turn out to be ex-military lead by former commander benjamin meyers stephen lord otherwise known as jase from east enders who is using a special method he learned in afghanistan to fight off his opponents but jack has a more personal reason for taking him down that draws the two men into an explosive final showdown where only one will walk away alive after until death van damme appeared to be on a high showing he could make the best straight to video films in the action market while that was a far more drama oriented film with the shepherd he has returned to the high-kicking no brainer action that first made him famous and has sadly produced his worst film since derailed it 's nowhere near as bad as that film but what i said still stands a dull predictable film with very little in the way of any exciting action what little there is mainly consists of some limp fight scenes trying to look cool and trendy with some cheap slo-mo/sped up effects added to them that sadly instead make them look more desperate being a mexican set film director isaac florentine has tried to give the film a robert rodriguez/desperado sort of feel but this only adds to the desperation vd gives a particularly uninspired performance and given he 's never been a robert de niro sort of actor that ca n't be good as the villain lord should n't expect to leave the beeb anytime soon he gets little dialogue at the beginning as he struggles to muster an american accent but gets mysteriously better towards the end all the supporting cast are equally bland and do nothing to raise the films spirits at all this is one shepherd that 's strayed right from the flock,0
i am an atheist with little love for certain aspects of christian fundamentalism that said this movie is reprehensible vile and transparent it only works on the level of the currently fashionable and tired hatred motif of white american christian fundamentalism had this movie been made about a fundamentalist jewish or muslim family or even a black christian family the outrage would have been palpable and the movie would have been roundly panned in all circles as it stands though it 's `` ok '' and `` artful '' because white christian fundamentalists remain one of the last `` acceptable '' targets for garbage such as this and garbage it truly is if you want to see a quality film of a similar bent find and watch or review `` badlands '' nothing good was done in `` the king '' that was n't done better decades ago in that masterful film as other reviewers note the characters are almost completely undeveloped in `` the king '' the lines are a snooze the cinematography is lackluster we 've seen the tale of the sociopath done better 100 times this movie does n't cut it for thoughtful viewers,0
some teen agers go to an old deserted farm house left to one of them by their dead grandfather unaware that there had been several murders there decades earlier because their grandfather had made a pact with the devil for a good harvest- could n't the guy have thought of something better to sell his soul for the man 's grandson and his friends are set up to be the next sacrifice for reasons which are never explained the stereotypical teenage son and his girlfriend the black guy with a white girlfriend and the two lesbians have to do battle with three killer scarecrows- but do n't be tricked like i was this is n't nearly as fun as it sounds it 's mostly just a lot of chit chat about ball kicking dope smoking and the lead actor complaining about never knowing his parents the camera work is atrocious and shaky maybe done on a hand held camcorder in some scenes which maybe a good thing since the scarecrows look like they just came from some kid 's birthday party and apparently they could only hire two people to play the three scarecrows some of the best movies i 've seen have been these low budget independent horror movies but this one is just pathetic the cast and crew seems to have just been made up of a bunch of people who knew each other had never acted before and had no intention of acting again and had a few thousand dollars i ca n't believe this movie cost 130.000 to make and a weekend of free time on their hands- even the lesbian skinny dipping scene is lame i think it 's amusing also that as of this writing there is a sequel to this film which no one has even bothered adding to imdb out of and i only rate it that highly only because of the skinny dipping scene no matter how lame it may be,0
tediously long dreary cinematic waffle i could n't believe how bad this film was i watched it merely because of the numerous people who gushed about it on this site was i watching the same film the entire episode is one-dimensional nothing that happened in garps past affected his or anyone else 's future and no-one was affected by their past i think it was socrates who said about plays that if a scene can be removed from a play without having any effect then it should n't be there obviously the director did n't know this rule and so stuffed his 'work with one dire scene after another even the plane crashing into the house was unexpected it was n't a surprise but it was unexpected it is worth mentioning that at the time of writing this 1st dec 2002 even though many people say it is one of their favourite films no one has bothered to add a memorable quote the reason being that there simply are n't any do n't waste your time watching this watch a plank warp instead,0
`` in 1927 a young man alone in a single engine aeroplane flew non-stop from roosevelt field in new york across the entire north atlantic ocean to le bourget field in paris a distance of three thousand six hundred and ten miles in this triumph of mind body and spirit charles a. lindbergh influenced the lives of everyone on earth -- for in the 33 hours and thirty minutes of his flight the air age became a reality this is the story of that flight '' billy wilder adapts from charles a. lindbergh 's pulitzer prize winning novel of the same name in what is re-creation of lindbergh 's historical 1927 solo flight boosted by a considerably strong lead performance from james stewart himself a pilot as lindberg and containing an intelligent screenplay from wilder and wendell mayes spirit of st. louis is a sincerely well told story in what at times threatens to become a monotonous film wilder keeps it ticking over by using flashbacks to lindbergh 's life after the nicely told build up to the event such as the peril being realised as nungesser and coli go missing never to be found whilst attempting the same trip in reverse we learn stuff like how he come to buy his first plane and his work with the flying circus this is all relative to understanding the man and his obvious passion for flying this also helps to give us a complete picture of lindbergh thus putting us with him in his isolated cockpit as he undertakes this dangerous journey battling isolation his only company is a fly and chronic tiredness it 's here where stewart perfectly portrays lindbergh 's devotion to the task aided by a terrific score from franz waxman and academy award nominated effects by louis lichtenfield wilder 's movie turns out to be an engaging human interest story that got a thoroughly professional production 7/10,1
